SalesOrderNumber,OrderDate,Year,Quarter,YearQuarter,Month,ProductKey,Category,Subcategory,ModelName,Color,CustomerKey,CustomerName,Gender,AgeGroup,Education,Region,SalespersonID,SalespersonName,SupervisorName,SalesReasonName,SalesReasonType,Quantity,UnitPrice,UnitCost,SalesAmount,TotalCost,Profit,ShippingDays
SO43803,2005-07-25,2005,Q3,2005-Q3,7,314,Bikes,Road Bikes,Road-150,Red,21741,Alexa Sanders,F,45 - 54,Partial College,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,20,172.5,115,3450.0,2300,1150.0,7
SO43804,2005-07-25,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,13585,Savannah Morris,F,55 - 64,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,20,160.5,107,3210.0,2140,1070.0,7
SO43805,2005-07-25,2005,Q3,2005-Q3,7,328,Bikes,Road Bikes,Road-650,Red,14510,Samuel Hernandez,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,12,202.5,135,2430.0,1620,810.0,7
SO43806,2005-07-25,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,16523,Sandra Huang,F,25 - 34,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,12,166.5,111,1998.0,1332,666.0,7
SO43807,2005-07-26,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,11611,Ernest Lin,M,25 - 34,Partial High School,France,7,King Landry,Benn Pitt,Manufacturer,Other,12,166.5,111,1998.0,1332,666.0,7
SO43808,2005-07-26,2005,Q3,2005-Q3,7,313,Bikes,Road Bikes,Road-150,Red,13259,Allen Garcia,M,45 - 54,Partial College,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,12,169.5,113,2034.0,1356,678.0,7
SO43809,2005-07-26,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,16350,Fernando Thompson,M,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,12,160.5,107,1926.0,1284,642.0,7
SO43810,2005-07-26,2005,Q3,2005-Q3,7,345,Bikes,Mountain Bikes,Mountain-100,Silver,11004,Elizabeth Johnson,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,12,229.5,153,2754.0,1836,918.0,7
SO43811,2005-07-26,2005,Q3,2005-Q3,7,346,Bikes,Mountain Bikes,Mountain-100,Silver,11026,Harold Sai,M,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,12,232.5,155,2790.0,1860,930.0,7
SO43812,2005-07-27,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,27662,Bianca Zheng,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,2,166.5,111,333.0,222,111.0,7
SO43813,2005-07-27,2005,Q3,2005-Q3,7,350,Bikes,Mountain Bikes,Mountain-100,Black,28390,Frederick Suri,M,35 - 44,High School,France,7,King Landry,Benn Pitt,Price,Other,4,244.5,163,978.0,652,326.0,7
SO43814,2005-07-27,2005,Q3,2005-Q3,7,350,Bikes,Mountain Bikes,Mountain-100,Black,25866,Tristan Perry,M,55 - 64,High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,244.5,163,1467.0,978,489.0,7
SO43815,2005-07-27,2005,Q3,2005-Q3,7,311,Bikes,Road Bikes,Road-150,Red,16494,Jordyn Simmons,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,13,163.5,109,2125.5,1417,708.5,7
SO43816,2005-07-27,2005,Q3,2005-Q3,7,314,Bikes,Road Bikes,Road-150,Red,16496,Dawn Tang,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,11,172.5,115,1897.5,1265,632.5,7
SO43817,2005-07-27,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,16519,Yolanda Chander,F,25 - 34,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,11,160.5,107,1765.5,1177,588.5,7
SO43818,2005-07-27,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,16528,Dominique Garcia,F,25 - 34,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,55,166.5,111,9157.5,6105,3052.5,7
SO43819,2005-07-27,2005,Q3,2005-Q3,7,346,Bikes,Mountain Bikes,Mountain-100,Silver,11006,Janet Alvarez,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,11,232.5,155,2557.5,1705,852.5,7
SO43820,2005-07-28,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,27651,Jeremy Murphy,M,45 - 54,High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,11,166.5,111,1831.5,1221,610.5,7
SO43821,2005-07-28,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,27663,Aaron Collins,M,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,11,160.5,107,1765.5,1177,588.5,7
SO43822,2005-07-28,2005,Q3,2005-Q3,7,313,Bikes,Road Bikes,Road-150,Red,27669,Katelyn Allen,F,55 - 64,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,55,169.5,113,9322.5,6215,3107.5,7
SO43823,2005-07-28,2005,Q3,2005-Q3,7,342,Bikes,Road Bikes,Road-650,Black,19942,Armando Navarro,M,55 - 64,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,3,223.5,149,670.5,447,223.5,7
SO43824,2005-07-28,2005,Q3,2005-Q3,7,338,Bikes,Road Bikes,Road-650,Black,14558,Marcel Truempy,F,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,217.5,145,652.5,435,217.5,7
SO43825,2005-07-28,2005,Q3,2005-Q3,7,313,Bikes,Road Bikes,Road-150,Red,16349,Levi Sai,M,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,4,169.5,113,678.0,452,226.0,7
SO43826,2005-07-28,2005,Q3,2005-Q3,7,348,Bikes,Mountain Bikes,Mountain-100,Black,11008,Rob Verhoff,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,6,238.5,159,1431.0,954,477.0,7
SO43827,2005-07-28,2005,Q3,2005-Q3,7,338,Bikes,Road Bikes,Road-650,Black,25250,Anthony Walker,M,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,6,217.5,145,1305.0,870,435.0,7
SO43828,2005-07-29,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,27605,Miguel Martinez,M,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,2,160.5,107,321.0,214,107.0,7
SO43829,2005-07-29,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,27611,Jack Edwards,M,45 - 54,High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,6,160.5,107,963.0,642,321.0,7
SO43830,2005-07-29,2005,Q3,2005-Q3,7,311,Bikes,Road Bikes,Road-150,Red,16347,Raul Sharma,M,55 - 64,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,163.5,109,981.0,654,327.0,7
SO43831,2005-07-29,2005,Q3,2005-Q3,7,349,Bikes,Mountain Bikes,Mountain-100,Black,11028,Jill Jimenez,F,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,6,241.5,161,1449.0,966,483.0,7
SO43832,2005-07-29,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,13584,Isaiah Cox,M,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,6,160.5,107,963.0,642,321.0,7
SO43833,2005-07-30,2005,Q3,2005-Q3,7,310,Bikes,Road Bikes,Road-150,Red,21727,Arianna Flores,F,35 - 44,Graduate Degree,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,2,160.5,107,321.0,214,107.0,7
SO43834,2005-07-30,2005,Q3,2005-Q3,7,348,Bikes,Mountain Bikes,Mountain-100,Black,28393,Ramon Zheng,M,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,6,238.5,159,1431.0,954,477.0,7
SO43835,2005-07-30,2005,Q3,2005-Q3,7,348,Bikes,Mountain Bikes,Mountain-100,Black,19802,Sara James,F,25 - 34,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,2,238.5,159,477.0,318,159.0,7
SO43836,2005-07-30,2005,Q3,2005-Q3,7,324,Bikes,Road Bikes,Road-650,Red,26620,Isabella Green,F,35 - 44,Partial College,Canada,6,Kayan Walters,Rudi Chung,Price,Other,2,196.5,131,393.0,262,131.0,7
SO43837,2005-07-30,2005,Q3,2005-Q3,7,350,Bikes,Mountain Bikes,Mountain-100,Black,11009,Shannon Carlson,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,4,244.5,163,978.0,652,326.0,7
SO43838,2005-07-31,2005,Q3,2005-Q3,7,313,Bikes,Road Bikes,Road-150,Red,27641,Miranda Alexander,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,10,169.5,113,1695.0,1130,565.0,7
SO43839,2005-07-31,2005,Q3,2005-Q3,7,311,Bikes,Road Bikes,Road-150,Red,27673,Jennifer Young,F,55 - 64,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,30,163.5,109,4905.0,3270,1635.0,7
SO43840,2005-07-31,2005,Q3,2005-Q3,7,326,Bikes,Road Bikes,Road-650,Red,17957,Misty Yuan,F,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,60,199.5,133,11970.0,7980,3990.0,7
SO43841,2005-07-31,2005,Q3,2005-Q3,7,314,Bikes,Road Bikes,Road-150,Red,13406,Craig Jiménez,M,45 - 54,Partial College,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,30,172.5,115,5175.0,3450,1725.0,7
SO43842,2005-07-31,2005,Q3,2005-Q3,7,312,Bikes,Road Bikes,Road-150,Red,16630,Jaime Sutton,M,35 - 44,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,60,166.5,111,9990.0,6660,3330.0,7
SO43918,2005-08-01,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,22041,Paige Morris,F,35 - 44,Partial College,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,30,96.0,64,2880.0,1920,960.0,7
SO43919,2005-08-01,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,12124,Brandi Gill,F,45 - 54,Partial College,France,7,King Landry,Benn Pitt,Manufacturer,Other,24,97.5,65,2340.0,1560,780.0,7
SO43920,2005-08-01,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,28066,Justin Taylor,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,24,96.0,64,2304.0,1536,768.0,7
SO43921,2005-08-01,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,16743,Ariana Stewart,F,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,5,96.0,64,480.0,320,160.0,7
SO43922,2005-08-01,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,13546,Mitchell Jai,M,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,5,91.5,61,457.5,305,152.5,7
SO43923,2005-08-02,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,28018,Rachel Foster,F,55 - 64,Partial High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,5,94.5,63,472.5,315,157.5,7
SO43924,2005-08-02,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,12132,Kaitlyn Henderson,F,45 - 54,Partial College,France,7,King Landry,Benn Pitt,Manufacturer,Other,5,91.5,61,457.5,305,152.5,7
SO43925,2005-08-02,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16661,Shane Raman,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,5,97.5,65,487.5,325,162.5,7
SO43926,2005-08-03,2005,Q3,2005-Q3,8,351,Bikes,Mountain Bikes,Mountain-100,Black,11055,Gilbert Raje,M,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,24,135.0,90,3240.0,2160,1080.0,7
SO43927,2005-08-03,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16662,Stacey Gao,F,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,24,97.5,65,2340.0,1560,780.0,7
SO43928,2005-08-03,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,16740,Elijah Li,M,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,24,96.0,64,2304.0,1536,768.0,7
SO43929,2005-08-03,2005,Q3,2005-Q3,8,322,Bikes,Road Bikes,Road-650,Red,25270,Gloria Diaz,F,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,60,108.0,72,6480.0,4320,2160.0,7
SO43930,2005-08-04,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,28038,Philip Gomez,M,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,12,94.5,63,1134.0,756,378.0,7
SO43931,2005-08-04,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,13548,Bridget Jai,F,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,12,96.0,64,1152.0,768,384.0,7
SO43932,2005-08-04,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16741,Alan Xu,M,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,12,97.5,65,1170.0,780,390.0,7
SO43933,2005-08-04,2005,Q3,2005-Q3,8,347,Bikes,Mountain Bikes,Mountain-100,Silver,11031,Theresa Ramos,F,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,30,129.0,86,3870.0,2580,1290.0,7
SO43934,2005-08-04,2005,Q3,2005-Q3,8,346,Bikes,Mountain Bikes,Mountain-100,Silver,11034,Ebony Gonzalez,F,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,30,127.5,85,3825.0,2550,1275.0,7
SO43935,2005-08-05,2005,Q3,2005-Q3,8,334,Bikes,Road Bikes,Road-650,Black,20048,Virginia Srini,F,35 - 44,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,1,117.0,78,117.0,78,39.0,7
SO43936,2005-08-05,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,28065,Carrie Gill,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,30,93.0,62,2790.0,1860,930.0,7
SO43937,2005-08-05,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,17047,Kendra Rubio,F,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,94.5,63,2835.0,1890,945.0,7
SO43938,2005-08-05,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,16686,Kristine Alonso,F,45 - 54,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,44,91.5,61,4026.0,2684,1342.0,7
SO43939,2005-08-05,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,16659,Emily Jones,F,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,11,94.5,63,1039.5,693,346.5,7
SO43940,2005-08-05,2005,Q3,2005-Q3,8,336,Bikes,Road Bikes,Road-650,Black,25294,Sharon Sharma,F,35 - 44,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,11,118.5,79,1303.5,869,434.5,7
SO43941,2005-08-06,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,13600,Marie Sanz,F,55 - 64,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,44,97.5,65,4290.0,2860,1430.0,7
SO43942,2005-08-06,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,17051,Jessie Ortega,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,70,91.5,61,6405.0,4270,2135.0,7
SO43943,2005-08-06,2005,Q3,2005-Q3,8,338,Bikes,Road Bikes,Road-650,Black,14565,Natalie Hernandez,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,10,120.0,80,1200.0,800,400.0,7
SO43944,2005-08-06,2005,Q3,2005-Q3,8,344,Bikes,Mountain Bikes,Mountain-100,Silver,11054,Deanna Munoz,F,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,10,124.5,83,1245.0,830,415.0,7
SO43945,2005-08-06,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,16675,Kristi Arthur,F,45 - 54,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,70,91.5,61,6405.0,4270,2135.0,7
SO43946,2005-08-06,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,16687,Lawrence Romero,M,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,210,96.0,64,20160.0,13440,6720.0,7
SO43947,2005-08-06,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,16712,Suzanne Lu,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,20,91.5,61,1830.0,1220,610.0,7
SO43948,2005-08-06,2005,Q3,2005-Q3,8,345,Bikes,Mountain Bikes,Mountain-100,Silver,11047,Jaclyn Lu,F,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,10,126.0,84,1260.0,840,420.0,7
SO43949,2005-08-07,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,27726,Sophia Hall,F,25 - 34,High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,10,91.5,61,915.0,610,305.0,7
SO43950,2005-08-07,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,28014,Rachel Robinson,F,55 - 64,Partial High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,3,93.0,62,279.0,186,93.0,7
SO43951,2005-08-07,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,16696,Claudia Zeng,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,5,93.0,62,465.0,310,155.0,7
SO43952,2005-08-07,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,16639,Renee Romero,F,35 - 44,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,24,94.5,63,2268.0,1512,756.0,7
SO43953,2005-08-08,2005,Q3,2005-Q3,8,342,Bikes,Road Bikes,Road-650,Black,20049,Colleen Chavez,F,35 - 44,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,48,123.0,82,5904.0,3936,1968.0,7
SO43954,2005-08-08,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,13602,Virginia Mehta,F,55 - 64,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,48,93.0,62,4464.0,2976,1488.0,7
SO43955,2005-08-08,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,13661,Andre Sara,M,25 - 34,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,14,97.5,65,1365.0,910,455.0,7
SO43956,2005-08-08,2005,Q3,2005-Q3,8,344,Bikes,Mountain Bikes,Mountain-100,Silver,11030,Bethany Yuan,F,55 - 64,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,14,124.5,83,1743.0,1162,581.0,7
SO43957,2005-08-09,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,28068,Amanda Wood,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,14,96.0,64,1344.0,896,448.0,7
SO43958,2005-08-09,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,16658,Ashlee Raje,F,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,94.5,63,1323.0,882,441.0,7
SO43959,2005-08-09,2005,Q3,2005-Q3,8,348,Bikes,Mountain Bikes,Mountain-100,Black,11035,Wendy Dominguez,F,55 - 64,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,14,130.5,87,1827.0,1218,609.0,7
SO43960,2005-08-09,2005,Q3,2005-Q3,8,349,Bikes,Mountain Bikes,Mountain-100,Black,11046,Christine Yuan,F,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,14,132.0,88,1848.0,1232,616.0,7
SO43961,2005-08-10,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,28031,Kari Navarro,F,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,14,93.0,62,1302.0,868,434.0,7
SO43962,2005-08-10,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,28076,Logan Williams,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,14,94.5,63,1323.0,882,441.0,7
SO43963,2005-08-10,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16685,Robin Dominguez,F,45 - 54,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,97.5,65,1365.0,910,455.0,7
SO43964,2005-08-10,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,16745,Krista Moreno,F,65+,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,94.5,63,1323.0,882,441.0,7
SO43965,2005-08-10,2005,Q3,2005-Q3,8,351,Bikes,Mountain Bikes,Mountain-100,Black,11038,Diana Hernandez,F,55 - 64,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,14,135.0,90,1890.0,1260,630.0,7
SO43966,2005-08-10,2005,Q3,2005-Q3,8,347,Bikes,Mountain Bikes,Mountain-100,Silver,11039,Marc Martin,M,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,14,129.0,86,1806.0,1204,602.0,7
SO43967,2005-08-11,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,28040,Jack Mitchell,M,55 - 64,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,14,96.0,64,1344.0,896,448.0,7
SO43968,2005-08-11,2005,Q3,2005-Q3,8,313,Bikes,Road Bikes,Road-150,Red,28067,Olivia Bennett,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,14,96.0,64,1344.0,896,448.0,7
SO43969,2005-08-11,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,28071,Trevor Ross,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,60,91.5,61,5490.0,3660,1830.0,7
SO43970,2005-08-11,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,16684,Joel Perez,M,45 - 54,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,93.0,62,2790.0,1860,930.0,7
SO43971,2005-08-11,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16657,Alvin She,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,60,97.5,65,5850.0,3900,1950.0,7
SO43972,2005-08-12,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,21939,Thomas Roberts,M,45 - 54,Graduate Degree,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,30,97.5,65,2925.0,1950,975.0,7
SO43973,2005-08-12,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,28039,Xavier Lee,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,30,94.5,63,2835.0,1890,945.0,7
SO43974,2005-08-12,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,13687,Mario Xie,M,35 - 44,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,90,94.5,63,8505.0,5670,2835.0,7
SO43975,2005-08-12,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,13540,Paula Ortega,F,45 - 54,Graduate Degree,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,30,94.5,63,2835.0,1890,945.0,7
SO43976,2005-08-12,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,28063,Gabrielle Turner,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,30,91.5,61,2745.0,1830,915.0,7
SO43977,2005-08-12,2005,Q3,2005-Q3,8,312,Bikes,Road Bikes,Road-150,Red,16703,Denise Sanchez,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,94.5,63,2835.0,1890,945.0,7
SO43978,2005-08-13,2005,Q3,2005-Q3,8,310,Bikes,Road Bikes,Road-150,Red,28030,Jason Gonzalez,M,55 - 64,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,30,91.5,61,2745.0,1830,915.0,7
SO43979,2005-08-13,2005,Q3,2005-Q3,8,322,Bikes,Road Bikes,Road-650,Red,14576,Anna Price,F,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,30,108.0,72,3240.0,2160,1080.0,7
SO43980,2005-08-13,2005,Q3,2005-Q3,8,351,Bikes,Mountain Bikes,Mountain-100,Black,11048,Jeremy Powell,M,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,30,135.0,90,4050.0,2700,1350.0,7
SO43981,2005-08-13,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,16664,Sophia Nelson,F,45 - 54,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,97.5,65,2925.0,1950,975.0,7
SO43982,2005-08-13,2005,Q3,2005-Q3,8,342,Bikes,Road Bikes,Road-650,Black,25271,Mario Shan,M,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,30,123.0,82,3690.0,2460,1230.0,7
SO43983,2005-08-14,2005,Q3,2005-Q3,8,314,Bikes,Road Bikes,Road-150,Red,28017,Christopher Martin,M,55 - 64,Partial High School,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,60,97.5,65,5850.0,3900,1950.0,7
SO43984,2005-08-14,2005,Q3,2005-Q3,8,311,Bikes,Road Bikes,Road-150,Red,13545,Brad Sharma,M,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,30,93.0,62,2790.0,1860,930.0,7
